No.;Time;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
765;7,574322;;7,574322;7,574322;0;;0;0;0
766;7,574322;;7,574322;7,574322;0;;0;0;0
767;7,574322;;7,574322;7,574322;0;;0;0;0
768;7,574322;;7,574322;7,574322;0;;0;4,9E-05;4,9E-05
769;7,574322;;7,574322;7,574322;0;;4,9E-05;0,000583;0,000534
770;7,574322;;7,574322;7,574371;4,9E-05;;0,000583;-0,000632;-0,001215
771;7,574371;;7,574371;7,575003;0,000632;;-0,000632;0;0,000632
772;7,575003;;7,575003;7,575003;0;;0;0;0
773;7,575003;;7,575003;7,575003;0;;0;0;0
774;7,575003;;7,575003;7,575003;0;;0;0;0
775;7,575003;;7,575003;7,575003;0;;0;0;0
776;7,575003;;7,575003;7,575003;0;;0;4,5E-05;4,5E-05
777;7,575003;;7,575003;7,575003;0;;4,5E-05;0,000608;0,000563
778;7,575003;;7,575003;7,575048;4,5E-05;;0,000608;-0,000653;-0,001261
779;7,575048;;7,575048;7,575701;0,000653;;-0,000653;0;0,000653
780;7,575701;;7,575701;7,575701;0;;0;0;0
781;7,575701;;7,575701;7,575701;0;;0;0;0
782;7,575701;;7,575701;7,575701;0;;0;4,4E-05;4,4E-05
783;7,575701;;7,575701;7,575701;0;;4,4E-05;0,003177;0,003133
784;7,575701;;7,575701;7,575745;4,4E-05;;0,003177;-0,003161;-0,006338
785;7,575745;;7,575745;7,578966;0,003221;;-0,003161;-2,6E-05;0,003135
786;7,578966;;7,578966;7,579026;6E-05;;-2,6E-05;-1,3E-05;1,3E-05
787;7,579026;;7,579026;7,57906;3,4E-05;;-1,3E-05;0,000617;0,00063
788;7,57906;;7,57906;7,579081;2,1E-05;;0,000617;-0,000638;-0,001255
789;7,579081;;7,579081;7,579719;0,000638;;-0,000638;0;0,000638
790;7,579719;;7,579719;7,579719;0;;0;0;0
791;7,579719;;7,579719;7,579719;0;;0;0;0
792;7,579719;;7,579719;7,579719;0;;0;0;0
793;7,579719;;7,579719;7,579719;0;;0;3,9E-05;3,9E-05
794;7,579719;;7,579719;7,579719;0;;3,9E-05;0,00059;0,000551
795;7,579719;;7,579719;7,579758;3,9E-05;;0,00059;-0,000629;-0,001219
796;7,579758;;7,579758;7,580387;0,000629;;-0,000629;0;0,000629
797;7,580387;;7,580387;7,580387;0;;0;0;0
798;7,580387;;7,580387;7,580387;0;;0;0;0
799;7,580387;;7,580387;7,580387;0;;0;0;0
800;7,580387;;7,580387;7,580387;0;;0;4,8E-05;4,8E-05
801;7,580387;;7,580387;7,580387;0;;4,8E-05;0,00058;0,000532
802;7,580387;;7,580387;7,580435;4,8E-05;;0,00058;-0,000628;-0,001208
803;7,580435;;7,580435;7,581063;0,000628;;-0,000628;0;0,000628
804;7,581063;;7,581063;7,581063;0;;0;0;0
805;7,581063;;7,581063;7,581063;0;;0;0;0
806;7,581063;;7,581063;7,581063;0;;0;0;0
807;7,581063;;7,581063;7,581063;0;;0;4,5E-05;4,5E-05
808;7,581063;;7,581063;7,581063;0;;4,5E-05;0,000592;0,000547
809;7,581063;;7,581063;7,581108;4,5E-05;;0,000592;-0,000637;-0,001229
810;7,581108;;7,581108;7,581745;0,000637;;-0,000637;0;0,000637
811;7,581745;;7,581745;7,581745;0;;0;0;0
812;7,581745;;7,581745;7,581745;0;;0;0;0
813;7,581745;;7,581745;7,581745;0;;0;0;0
814;7,581745;;7,581745;7,581745;0;;0;0;0
815;7,581745;;7,581745;7,581745;0;;0;4,8E-05;4,8E-05
816;7,581745;;7,581745;7,581745;0;;4,8E-05;0,000584;0,000536
817;7,581745;;7,581745;7,581793;4,8E-05;;0,000584;-0,000632;-0,001216
818;7,581793;;7,581793;7,582425;0,000632;;-0,000632;0;0,000632
819;7,582425;;7,582425;7,582425;0;;0;0;0
820;7,582425;;7,582425;7,582425;0;;0;0;0
821;7,582425;;7,582425;7,582425;0;;0;0;0
822;7,582425;;7,582425;7,582425;0;;0;4,8E-05;4,8E-05
823;7,582425;;7,582425;7,582425;0;;4,8E-05;0,000582;0,000534
824;7,582425;;7,582425;7,582473;4,8E-05;;0,000582;-0,00063;-0,001212
825;7,582473;;7,582473;7,583103;0,00063;;-0,00063;0;0,00063
826;7,583103;;7,583103;7,583103;0;;0;0;0
827;7,583103;;7,583103;7,583103;0;;0;0;0
828;7,583103;;7,583103;7,583103;0;;0;0;0
829;7,583103;;7,583103;7,583103;0;;0;4,8E-05;4,8E-05
830;7,583103;;7,583103;7,583103;0;;4,8E-05;0,000586;0,000538
831;7,583103;;7,583103;7,583151;4,8E-05;;0,000586;-0,000634;-0,00122
832;7,583151;;7,583151;7,583785;0,000634;;-0,000634;0;0,000634
833;7,583785;;7,583785;7,583785;0;;0;0;0
834;7,583785;;7,583785;7,583785;0;;0;0;0
835;7,583785;;7,583785;7,583785;0;;0;0;0
836;7,583785;;7,583785;7,583785;0;;0;0;0
837;7,583785;;7,583785;7,583785;0;;0;6,9E-05;6,9E-05
838;7,583785;;7,583785;7,583785;0;;6,9E-05;0,000669;0,0006
839;7,583785;;7,583785;7,583854;6,9E-05;;0,000669;-0,000738;-0,001407
840;7,583854;;7,583854;7,584592;0,000738;;-0,000738;0;0,000738
841;7,584592;;7,584592;7,584592;0;;0;0;0
842;7,584592;;7,584592;7,584592;0;;0;0;0
843;7,584592;;7,584592;7,584592;0;;0;0;0
844;7,584592;;7,584592;7,584592;0;;0;0;0
845;7,584592;;7,584592;7,584592;0;;0;0,000233;0,000233
846;7,584592;;7,584592;7,584592;0;;0,000233;0,002986;0,002753
847;7,584592;;7,584592;7,584825;0,000233;;0,002986;-0,003127;-0,006113
848;7,584825;;7,584825;7,588044;0,003219;;-0,003127;-2,6E-05;0,003101
849;7,588044;;7,588044;7,588136;9,2E-05;;-2,6E-05;-3,5E-05;-9E-06
850;7,588136;;7,588136;7,588202;6,6E-05;;-3,5E-05;0,000621;0,000656
851;7,588202;;7,588202;7,588233;3,1E-05;;0,000621;-0,000652;-0,001273
852;7,588233;;7,588233;7,588885;0,000652;;-0,000652;0;0,000652
853;7,588885;;7,588885;7,588885;0;;0;0;0
854;7,588885;;7,588885;7,588885;0;;0;0;0
855;7,588885;;7,588885;7,588885;0;;0;0;0
856;7,588885;;7,588885;7,588885;0;;0;0,000103;0,000103
857;7,588885;;7,588885;7,588885;0;;0,000103;0,00057;0,000467
858;7,588885;;7,588885;7,588988;0,000103;;0,00057;-0,000673;-0,001243
859;7,588988;;7,588988;7,589661;0,000673;;-0,000673;0;0,000673
860;7,589661;;7,589661;7,589661;0;;0;0;0
861;7,589661;;7,589661;7,589661;0;;0;0;0
862;7,589661;;7,589661;7,589661;0;;0;0;0
863;7,589661;;7,589661;7,589661;0;;0;0;0
864;7,589661;;7,589661;7,589661;0;;0;0;0
865;7,589661;;7,589661;7,589661;0;;0;6,6E-05;6,6E-05
866;7,589661;;7,589661;7,589661;0;;6,6E-05;0,000599;0,000533
867;7,589661;;7,589661;7,589727;6,6E-05;;0,000599;-0,000665;-0,001264
868;7,589727;;7,589727;7,590392;0,000665;;-0,000665;0;0,000665
869;7,590392;;7,590392;7,590392;0;;0;0;0
870;7,590392;;7,590392;7,590392;0;;0;0;0
871;7,590392;;7,590392;7,590392;0;;0;0;0
872;7,590392;;7,590392;7,590392;0;;0;5,8E-05;5,8E-05
873;7,590392;;7,590392;7,590392;0;;5,8E-05;0,00061;0,000552
874;7,590392;;7,590392;7,59045;5,8E-05;;0,00061;-0,000668;-0,001278
875;7,59045;;7,59045;7,591118;0,000668;;-0,000668;0;0,000668
876;7,591118;;7,591118;7,591118;0;;0;0;0
877;7,591118;;7,591118;7,591118;0;;0;0;0
878;7,591118;;7,591118;7,591118;0;;0;0;0
879;7,591118;;7,591118;7,591118;0;;0;0;0
880;7,591118;;7,591118;7,591118;0;;0;5,8E-05;5,8E-05
881;7,591118;;7,591118;7,591118;0;;5,8E-05;0,000578;0,00052
882;7,591118;;7,591118;7,591176;5,8E-05;;0,000578;-0,000636;-0,001214
883;7,591176;;7,591176;7,591812;0,000636;;-0,000636;0;0,000636
884;7,591812;;7,591812;7,591812;0;;0;0;0
885;7,591812;;7,591812;7,591812;0;;0;0;0
886;7,591812;;7,591812;7,591812;0;;0;0;0
887;7,591812;;7,591812;7,591812;0;;0;7,7E-05;7,7E-05
888;7,591812;;7,591812;7,591812;0;;7,7E-05;0,00057;0,000493
889;7,591812;;7,591812;7,591889;7,7E-05;;0,00057;-0,000647;-0,001217
890;7,591889;;7,591889;7,592536;0,000647;;-0,000647;0;0,000647
891;7,592536;;7,592536;7,592536;0;;0;0;0
892;7,592536;;7,592536;7,592536;0;;0;0;0
893;7,592536;;7,592536;7,592536;0;;0;0;0
894;7,592536;;7,592536;7,592536;0;;0;0;0
895;7,592536;;7,592536;7,592536;0;;0;0;0
896;7,592536;;7,592536;7,592536;0;;0;9,7E-05;9,7E-05
897;7,592536;;7,592536;7,592536;0;;9,7E-05;0,000659;0,000562
898;7,592536;;7,592536;7,592633;9,7E-05;;0,000659;-0,000756;-0,001415
899;7,592633;;7,592633;7,593389;0,000756;;-0,000756;0;0,000756
900;7,593389;;7,593389;7,593389;0;;0;0;0
901;7,593389;;7,593389;7,593389;0;;0;0;0
902;7,593389;;7,593389;7,593389;0;;0;0;0
903;7,593389;;7,593389;7,593389;0;;0;0;0
904;7,593389;;7,593389;7,593389;0;;0;0;0
905;7,593389;;7,593389;7,593389;0;;0;0,000194;0,000194
906;7,593389;;7,593389;7,593389;0;;0,000194;0,000552;0,000358
907;7,593389;;7,593389;7,593583;0,000194;;0,000552;-0,000648;-0,0012
908;7,593583;;7,593583;7,594329;0,000746;;-0,000648;0,002343;0,002991
909;7,594329;;7,594329;7,594427;9,8E-05;;0,002343;-0,002364;-0,004707
910;7,594427;;7,594427;7,596868;0,002441;;-0,002364;-4,7E-05;0,002317
911;7,596868;;7,596868;7,596945;7,7E-05;;-4,7E-05;-1E-05;3,7E-05
912;7,596945;;7,596945;7,596975;3E-05;;-1E-05;0,000635;0,000645
913;7,596975;;7,596975;7,596995;2E-05;;0,000635;-0,000655;-0,00129
914;7,596995;;7,596995;7,59765;0,000655;;-0,000655;0;0,000655
915;7,59765;;7,59765;7,59765;0;;0;0;0
916;7,59765;;7,59765;7,59765;0;;0;0;0
917;7,59765;;7,59765;7,59765;0;;0;0;0
918;7,59765;;7,59765;7,59765;0;;0;5,5E-05;5,5E-05
919;7,59765;;7,59765;7,59765;0;;5,5E-05;0,000597;0,000542
920;7,59765;;7,59765;7,597705;5,5E-05;;0,000597;-0,000652;-0,001249
921;7,597705;;7,597705;7,598357;0,000652;;-0,000652;0;0,000652
922;7,598357;;7,598357;7,598357;0;;0;0;0
923;7,598357;;7,598357;7,598357;0;;0;0;0
924;7,598357;;7,598357;7,598357;0;;0;0;0
925;7,598357;;7,598357;7,598357;0;;0;0;0
926;7,598357;;7,598357;7,598357;0;;0;4,5E-05;4,5E-05
927;7,598357;;7,598357;7,598357;0;;4,5E-05;0,000608;0,000563
928;7,598357;;7,598357;7,598402;4,5E-05;;0,000608;-0,000653;-0,001261
929;7,598402;;7,598402;7,599055;0,000653;;-0,000653;0;0,000653
930;7,599055;;7,599055;7,599055;0;;0;0;0
931;7,599055;;7,599055;7,599055;0;;0;0;0
932;7,599055;;7,599055;7,599055;0;;0;0;0
933;7,599055;;7,599055;7,599055;0;;0;0;0
934;7,599055;;7,599055;7,599055;0;;0;4,8E-05;4,8E-05
935;7,599055;;7,599055;7,599055;0;;4,8E-05;0,000601;0,000553
936;7,599055;;7,599055;7,599103;4,8E-05;;0,000601;-0,000649;-0,00125
937;7,599103;;7,599103;7,599752;0,000649;;-0,000649;0;0,000649
938;7,599752;;7,599752;7,599752;0;;0;0;0
939;7,599752;;7,599752;7,599752;0;;0;0;0
940;7,599752;;7,599752;7,599752;0;;0;0;0
941;7,599752;;7,599752;7,599752;0;;0;3,4E-05;3,4E-05
942;7,599752;;7,599752;7,599752;0;;3,4E-05;0,000619;0,000585
943;7,599752;;7,599752;7,599786;3,4E-05;;0,000619;-0,000653;-0,001272
944;7,599786;;7,599786;7,600439;0,000653;;-0,000653;0;0,000653
945;7,600439;;7,600439;7,600439;0;;0;3,2E-05;3,2E-05
946;7,600439;;7,600439;7,600439;0;;3,2E-05;0,00197;0,001938
947;7,600439;;7,600439;7,600471;3,2E-05;;0,00197;-0,001769;-0,003739
948;7,600471;;7,600471;7,602473;0,002002;;-0,001769;-0,000143;0,001626
949;7,602473;;7,602473;7,602706;0,000233;;-0,000143;-9E-05;5,3E-05
950;7,602706;;7,602706;7,602796;9E-05;;-9E-05;0;9E-05
951;7,602796;;7,602796;7,602796;0;;0;0,000128;0,000128
952;7,602796;;7,602796;7,602796;0;;0,000128;0,000571;0,000443
953;7,602796;;7,602796;7,602924;0,000128;;0,000571;-0,000699;-0,00127
954;7,602924;;7,602924;7,603623;0,000699;;-0,000699;0;0,000699
955;7,603623;;7,603623;7,603623;0;;0;0;0
956;7,603623;;7,603623;7,603623;0;;0;0;0
957;7,603623;;7,603623;7,603623;0;;0;0;0
958;7,603623;;7,603623;7,603623;0;;0;0;0
959;7,603623;;7,603623;7,603623;0;;0;0;0
960;7,603623;;7,603623;7,603623;0;;0;0,000133;0,000133
961;7,603623;;7,603623;7,603623;0;;0,000133;0,000525;0,000392
962;7,603623;;7,603623;7,603756;0,000133;;0,000525;-0,000658;-0,001183
963;7,603756;;7,603756;7,604414;0,000658;;-0,000658;0;0,000658
964;7,604414;;7,604414;7,604414;0;;0;0;0
965;7,604414;;7,604414;7,604414;0;;0;0;0
966;7,604414;;7,604414;7,604414;0;;0;0;0
967;7,604414;;7,604414;7,604414;0;;0;0;0
968;7,604414;;7,604414;7,604414;0;;0;5,5E-05;5,5E-05
969;7,604414;;7,604414;7,604414;0;;5,5E-05;0,000601;0,000546
970;7,604414;;7,604414;7,604469;5,5E-05;;0,000601;-0,000656;-0,001257
971;7,604469;;7,604469;7,605125;0,000656;;-0,000656;0;0,000656
972;7,605125;;7,605125;7,605125;0;;0;0;0
973;7,605125;;7,605125;7,605125;0;;0;0;0
974;7,605125;;7,605125;7,605125;0;;0;0;0
975;7,605125;;7,605125;7,605125;0;;0;0;0
976;7,605125;;7,605125;7,605125;0;;0;3,8E-05;3,8E-05
977;7,605125;;7,605125;7,605125;0;;3,8E-05;0,000607;0,000569
978;7,605125;;7,605125;7,605163;3,8E-05;;0,000607;-0,000645;-0,001252
979;7,605163;;7,605163;7,605808;0,000645;;-0,000645;0;0,000645
980;7,605808;;7,605808;7,605808;0;;0;0;0
981;7,605808;;7,605808;7,605808;0;;0;3,9E-05;3,9E-05
982;7,605808;;7,605808;7,605808;0;;3,9E-05;0,000606;0,000567
983;7,605808;;7,605808;7,605847;3,9E-05;;0,000606;-0,000645;-0,001251
984;7,605847;;7,605847;7,606492;0,000645;;-0,000645;0;0,000645
985;7,606492;;7,606492;7,606492;0;;0;0;0
986;7,606492;;7,606492;7,606492;0;;0;3,3E-05;3,3E-05
987;7,606492;;7,606492;7,606492;0;;3,3E-05;0,00123;0,001197
988;7,606492;;7,606492;7,606525;3,3E-05;;0,00123;-0,001263;-0,002493
989;7,606525;;7,606525;7,607788;0,001263;;-0,001263;4,1E-05;0,001304
990;7,607788;;7,607788;7,607788;0;;4,1E-05;0,000591;0,00055
991;7,607788;;7,607788;7,607829;4,1E-05;;0,000591;-0,000632;-0,001223
992;7,607829;;7,607829;7,608461;0,000632;;-0,000632;0;0,000632
993;7,608461;;7,608461;7,608461;0;;0;0;0
994;7,608461;;7,608461;7,608461;0;;0;0;0
995;7,608461;;7,608461;7,608461;0;;0;0;0
996;7,608461;;7,608461;7,608461;0;;0;0;0
997;7,608461;;7,608461;7,608461;0;;0;6,6E-05;6,6E-05
998;7,608461;;7,608461;7,608461;0;;6,6E-05;0,014904;0,014838
999;7,608461;;7,608461;7,608527;6,6E-05;;0,014904;-0,014916;-0,02982
1000;7,608527;;7,608527;7,623497;0,01497;;-0,014916;0,01712;0,032036
1001;7,623497;;7,623497;7,623551;5,4E-05;;0,01712;-0,017106;-0,034226
1002;7,623551;;7,623551;7,640725;0,017174;;-0,017106;0,005563;0,022669
1003;7,640725;;7,640725;7,640793;6,8E-05;;0,005563;-0,005454;-0,011017
1004;7,640793;;7,640793;7,646424;0,005631;;-0,005454;0,057639;0,063093
1005;7,646424;;7,646424;7,646601;0,000177;;0,057639;-0,057732;-0,115371
1006;7,646601;;7,646601;7,704417;0,057816;;-0,057732;0,016874;0,074606
1007;7,704417;;7,704417;7,704501;8,4E-05;;0,016874;-0,016263;-0,033137
1008;7,704501;;7,704501;7,721459;0,016958;;-0,016263;-0,000655;0,015608
1009;7,721459;;7,721459;7,722154;0,000695;;-0,000655;0,010669;0,011324
1010;7,722154;;7,722154;7,722194;4E-05;;0,010669;-0,010645;-0,021314
1011;7,722194;;7,722194;7,732903;0,010709;;-0,010645;0,000597;0,011242
1012;7,732903;;7,732903;7,732967;6,4E-05;;0,000597;-0,000634;-0,001231
1013;7,732967;;7,732967;7,733628;0,000661;;-0,000634;0,277771;0,278405
1014;7,733628;;7,733628;7,733655;2,7E-05;;0,277771;0,722212;0,444441
1015;7,733655;;7,733655;8,011453;0,277798;;0,722212;-0,913347;-1,635559
1016;8,011453;;8,011453;9,011463;1,00001;;-0,913347;-0,077646;0,835701
1017;9,011463;;9,011463;9,098126;0,086663;;-0,077646;-0,008957;0,068689
1018;9,098126;;9,098126;9,107143;0,009017;;-0,008957;-2,5E-05;0,008932
1019;9,107143;;9,107143;9,107203;6E-05;;-2,5E-05;-1,1E-05;1,4E-05
1020;9,107203;;9,107203;9,107238;3,5E-05;;-1,1E-05;0,007582;0,007593
1021;9,107238;;9,107238;9,107262;2,4E-05;;0,007582;-0,005021;-0,012603
1022;9,107262;;9,107262;9,114868;0,007606;;-0,005021;-0,002209;0,002812
1023;9,114868;;9,114868;9,117453;0,002585;;-0,002209;-3,2E-05;0,002177
1024;9,117453;;9,117453;9,117829;0,000376;;-3,2E-05;-0,000344;-0,000312
1025;9,117829;;9,117829;9,118173;0,000344;;-0,000344;0;0,000344
1026;9,118173;;9,118173;9,118173;0;;0;0;0
1027;9,118173;;9,118173;9,118173;0;;0;0;0
1028;9,118173;;9,118173;9,118173;0;;0;0,000976;0,000976
1029;9,118173;;9,118173;9,118173;0;;0,000976;-0,000976;-0,001952
1030;9,118173;;9,118173;9,119149;0,000976;;-0,000976;0;0,000976
1031;9,119149;;9,119149;9,119149;0;;0;0;0
1032;9,119149;;9,119149;9,119149;0;;0;0;0
1033;9,119149;;9,119149;9,119149;0;;0;0;0
1034;9,119149;;9,119149;9,119149;0;;0;0;0
1035;9,119149;;9,119149;9,119149;0;;0;0;0
1036;9,119149;;9,119149;9,119149;0;;0;0;0
1037;9,119149;;9,119149;9,119149;0;;0;0;0
1038;9,119149;;9,119149;9,119149;0;;0;0,000547;0,000547
1039;9,119149;;9,119149;9,119149;0;;0,000547;-0,000547;-0,001094
1040;9,119149;;9,119149;9,119696;0,000547;;-0,000547;0;0,000547
1041;9,119696;;9,119696;9,119696;0;;0;0;0
1042;9,119696;;9,119696;9,119696;0;;0;0;0
1043;9,119696;;9,119696;9,119696;0;;0;0;0
1044;9,119696;;9,119696;9,119696;0;;0;0,000145;0,000145
1045;9,119696;;9,119696;9,119696;0;;0,000145;-9,2E-05;-0,000237
1046;9,119696;;9,119696;9,119841;0,000145;;-9,2E-05;-1,2E-05;8E-05
1047;9,119841;;9,119841;9,119894;5,3E-05;;-1,2E-05;1E-06;1,3E-05
1048;9,119894;;9,119894;9,119935;4,1E-05;;1E-06;7E-06;6E-06
1049;9,119935;;9,119935;9,119977;4,2E-05;;7E-06;2E-06;-5E-06
1050;9,119977;;9,119977;9,120026;4,9E-05;;2E-06;2,2E-05;2E-05
1051;9,120026;;9,120026;9,120077;5,1E-05;;2,2E-05;-3E-05;-5,2E-05
1052;9,120077;;9,120077;9,12015;7,3E-05;;-3E-05;-1E-06;2,9E-05
1053;9,12015;;9,12015;9,120193;4,3E-05;;-1E-06;1,5E-05;1,6E-05
1054;9,120193;;9,120193;9,120235;4,2E-05;;1,5E-05;7,2E-05;5,7E-05
1055;9,120235;;9,120235;9,120292;5,7E-05;;7,2E-05;-0,000129;-0,000201
1056;9,120292;;9,120292;9,120421;0,000129;;-0,000129;0;0,000129
1057;9,120421;;9,120421;9,120421;0;;0;0;0
1058;9,120421;;9,120421;9,120421;0;;0;0;0
1059;9,120421;;9,120421;9,120421;0;;0;0;0
1060;9,120421;;9,120421;9,120421;0;;0;0;0
1061;9,120421;;9,120421;9,120421;0;;0;0,000711;0,000711
1062;9,120421;;9,120421;9,120421;0;;0,000711;-0,000711;-0,001422
1063;9,120421;;9,120421;9,121132;0,000711;;-0,000711;0,000225;0,000936
1064;9,121132;;9,121132;9,121132;0;;0,000225;0,000246;2,1E-05
1065;9,121132;;9,121132;9,121357;0,000225;;0,000246;-0,000471;-0,000717
1066;9,121357;;9,121357;9,121828;0,000471;;-0,000471;0;0,000471
1067;9,121828;;9,121828;9,121828;0;;0;0;0
1068;9,121828;;9,121828;9,121828;0;;0;0;0
1069;9,121828;;9,121828;9,121828;0;;0;0;0
1070;9,121828;;9,121828;9,121828;0;;0;0,000724;0,000724
1071;9,121828;;9,121828;9,121828;0;;0,000724;-0,000724;-0,001448
1072;9,121828;;9,121828;9,122552;0,000724;;-0,000724;0;0,000724
1073;9,122552;;9,122552;9,122552;0;;0;0;0
1074;9,122552;;9,122552;9,122552;0;;0;0,000306;0,000306
1075;9,122552;;9,122552;9,122552;0;;0,000306;0,00069;0,000384
1076;9,122552;;9,122552;9,122858;0,000306;;0,00069;-0,000996;-0,001686
1077;9,122858;;9,122858;9,123854;0,000996;;-0,000996;0;0,000996
1078;9,123854;;9,123854;9,123854;0;;0;0;0
1079;9,123854;;9,123854;9,123854;0;;0;0;0
1080;9,123854;;9,123854;9,123854;0;;0;0,000699;0,000699
1081;9,123854;;9,123854;9,123854;0;;0,000699;-0,000698;-0,001397
1082;9,123854;;9,123854;9,124553;0,000699;;-0,000698;-1E-06;0,000697
1083;9,124553;;9,124553;9,124554;1E-06;;-1E-06;0;1E-06
1084;9,124554;;9,124554;9,124554;0;;0;0;0
1085;9,124554;;9,124554;9,124554;0;;0;0;0
1086;9,124554;;9,124554;9,124554;0;;0;0;0
1087;9,124554;;9,124554;9,124554;0;;0;0;0
1088;9,124554;;9,124554;9,124554;0;;0;0,000332;0,000332
1089;9,124554;;9,124554;9,124554;0;;0,000332;5,4E-05;-0,000278
1090;9,124554;;9,124554;9,124886;0,000332;;5,4E-05;-0,000386;-0,00044
1091;9,124886;;9,124886;9,125272;0,000386;;-0,000386;0;0,000386
1092;9,125272;;9,125272;9,125272;0;;0;6,8E-05;6,8E-05
1093;9,125272;;9,125272;9,125272;0;;6,8E-05;0,002326;0,002258
1094;9,125272;;9,125272;9,12534;6,8E-05;;0,002326;-0,002085;-0,004411
1095;9,12534;;9,12534;9,127734;0,002394;;-0,002085;-0,000264;0,001821
1096;9,127734;;9,127734;9,128043;0,000309;;-0,000264;-2,1E-05;0,000243
1097;9,128043;;9,128043;9,128088;4,5E-05;;-2,1E-05;0,0015;0,001521
1098;9,128088;;9,128088;9,128112;2,4E-05;;0,0015;-0,00128;-0,00278
1099;9,128112;;9,128112;9,129636;0,001524;;-0,00128;0,002805;0,004085
1100;9,129636;;9,129636;9,12988;0,000244;;0,002805;-0,002922;-0,005727
1101;9,12988;;9,12988;9,132929;0,003049;;-0,002922;0,00018;0,003102
1102;9,132929;;9,132929;9,133056;0,000127;;0,00018;0,018319;0,018139
1103;9,133056;;9,133056;9,133363;0,000307;;0,018319;-0,009664;-0,027983
1104;9,133363;;9,133363;9,151989;0,018626;;-0,009664;-0,003982;0,005682
1105;9,151989;;9,151989;9,160951;0,008962;;-0,003982;-0,002004;0,001978
1106;9,160951;;9,160951;9,165931;0,00498;;-0,002004;-0,002478;-0,000474
1107;9,165931;;9,165931;9,168907;0,002976;;-0,002478;-0,000332;0,002146
1108;9,168907;;9,168907;9,169405;0,000498;;-0,000332;-0,000166;0,000166
1109;9,169405;;9,169405;9,169571;0,000166;;-0,000166;0;0,000166
1110;9,169571;;9,169571;9,169571;0;;0;0,000219;0,000219
1111;9,169571;;9,169571;9,169571;0;;0,000219;0,002104;0,001885
1112;9,169571;;9,169571;9,16979;0,000219;;0,002104;-0,002111;-0,004215
1113;9,16979;;9,16979;9,172113;0,002323;;-0,002111;0,000684;0,002795
1114;9,172113;;9,172113;9,172325;0,000212;;0,000684;-0,000454;-0,001138
1115;9,172325;;9,172325;9,173221;0,000896;;-0,000454;-0,000112;0,000342
1116;9,173221;;9,173221;9,173663;0,000442;;-0,000112;0,009302;0,009414
1117;9,173663;;9,173663;9,173993;0,00033;;0,009302;-0,00956;-0,018862
1118;9,173993;;9,173993;9,183625;0,009632;;-0,00956;-4,1E-05;0,009519
1119;9,183625;;9,183625;9,183697;7,2E-05;;-4,1E-05;3E-06;4,4E-05
1120;9,183697;;9,183697;9,183728;3,1E-05;;3E-06;0,003854;0,003851
1121;9,183728;;9,183728;9,183762;3,4E-05;;0,003854;-0,003774;-0,007628
1122;9,183762;;9,183762;9,18765;0,003888;;-0,003774;0,002378;0,006152
1123;9,18765;;9,18765;9,187764;0,000114;;0,002378;-0,002492;-0,00487
1124;9,187764;;9,187764;9,190256;0,002492;;-0,002492;0,000209;0,002701
1125;9,190256;;9,190256;9,190256;0;;0,000209;9E-06;-0,0002
1126;9,190256;;9,190256;9,190465;0,000209;;9E-06;0,000271;0,000262
1127;9,190465;;9,190465;9,190683;0,000218;;0,000271;-0,000489;-0,00076
1128;9,190683;;9,190683;9,191172;0,000489;;-0,000489;7,8E-05;0,000567
1129;9,191172;;9,191172;9,191172;0;;7,8E-05;0,000571;0,000493
1130;9,191172;;9,191172;9,19125;7,8E-05;;0,000571;5E-06;-0,000566
1131;9,19125;;9,19125;9,191899;0,000649;;5E-06;-0,000582;-0,000587
1132;9,191899;;9,191899;9,192553;0,000654;;-0,000582;0,006975;0,007557
1133;9,192553;;9,192553;9,192625;7,2E-05;;0,006975;-0,006337;-0,013312
1134;9,192625;;9,192625;9,199672;0,007047;;-0,006337;-0,00071;0,005627
1135;9,199672;;9,199672;9,200382;0,00071;;-0,00071;0,001083;0,001793
1136;9,200382;;9,200382;9,200382;0;;0,001083;-0,000698;-0,001781
1137;9,200382;;9,200382;9,201465;0,001083;;-0,000698;0,000464;0,001162
1138;9,201465;;9,201465;9,20185;0,000385;;0,000464;-0,000675;-0,001139
1139;9,20185;;9,20185;9,202699;0,000849;;-0,000675;0,001551;0,002226
1140;9,202699;;9,202699;9,202873;0,000174;;0,001551;-0,001725;-0,003276
1141;9,202873;;9,202873;9,204598;0,001725;;-0,001725;0;0,001725
1142;9,204598;;9,204598;9,204598;0;;0;0,000158;0,000158
1143;9,204598;;9,204598;9,204598;0;;0,000158;0,000571;0,000413
1144;9,204598;;9,204598;9,204756;0,000158;;0,000571;-0,000679;-0,00125
1145;9,204756;;9,204756;9,205485;0,000729;;-0,000679;0,001444;0,002123
1146;9,205485;;9,205485;9,205535;5E-05;;0,001444;-0,001055;-0,002499
1147;9,205535;;9,205535;9,207029;0,001494;;-0,001055;0,000193;0,001248
1148;9,207029;;9,207029;9,207468;0,000439;;0,000193;0,000246;5,3E-05
1149;9,207468;;9,207468;9,2081;0,000632;;0,000246;0,002231;0,001985
1150;9,2081;;9,2081;9,208978;0,000878;;0,002231;-0,002987;-0,005218
1151;9,208978;;9,208978;9,212087;0,003109;;-0,002987;0,00393;0,006917
1152;9,212087;;9,212087;9,212209;0,000122;;0,00393;0,007017;0,003087
